"CustomerNo","fk_catalog_segment","sku_simple","id_catalog_simple","avg_size","prediction","simple_list","cluster_total","profiles"
1000596,2,"UN573SH82QQVINDFAS-2052791",2052791,27.8,"FALSE","2052792:0.59,2052793:0.51,2052791:0.48,2052794:0.40,2052790:0.40,2052789:0.39",1,1
1001171,2,"AN429SH88XKXINDFAS-3018491",3018491,26.7,"FALSE","3018495:0.60,3018493:0.51,3018491:0.43,3018487:0.40,3018489:0.40",1,1
10012397,2,"CL034SH74QZTINDFAS-2106308",2106308,25.7,"FALSE","2106309:0.61,2106308:0.58,2106310:0.52,2106307:0.44,2106311:0.37",2,1
10012535,2,"FI053SH30QPLINDFAS-2823943",2823943,27.31,"TRUE","2823943:0.57,2823945:0.54,2823941:0.49,2823939:0.41,2823937:0.39,2823935:0.37",1,1
10015089,2,"AL009SH49JAWINDFAS-2333059",2333059,26.26,"FALSE","2333060:0.58,2333059:0.51,2333061:0.47,2333063:0.40,2333062:0.39",1,1
10019529,1,"IN071SH49ULIINDFAS-1900233",1900233,22.7,"FALSE","1900234:0.57,1900235:0.54,1900233:0.48,1900236:0.44,1900238:0.38,1900237:0.38",1,1
1002027,1,"TE228SH90JYZINDFAS-2751173",2751173,25.1,"TRUE","2751173:0.67,2751175:0.62,2751171:0.61,2751177:0.58,2751169:0.54,2751167:0.45",12,3
1002027,1,"MB095SH87HXCINDFAS-1520940",1520940,25.55,"FALSE","1520939:0.69,1520940:0.60,1520938:0.58,1520941:0.50,1520937:0.46,1520936:0.37",12,3
10020297,1,"PI727SH64HLFINDFAS-3394031",3394031,24.8,"TRUE","3394031:0.57,3394033:0.53,3394029:0.47,3394035:0.43,3394027:0.40,3394025:0.39",1,1
10022647,1,"FI537SH90ORPINDFAS-3470671",3470671,24.3,"TRUE","3470671:0.75,3470673:0.63,3470669:0.62,3470675:0.53,3470667:0.52,3470677:0.42",4,1
1002390,1,"NE717SH58XNHINDFAS-2603089",2603089,26.2,"FALSE","2603087:0.35,2603085:0.35,2603089:0.30,2603083:0.30,2603081:0.24,2603079:0.21",13,5
10024197,1,"MI162SH54UEBINDFAS-2409031",2409031,26.2,"TRUE","2409031:0.50,2409029:0.42,2409027:0.36,2409023:0.33,2409025:0.33,2409021:0.33",2,2
10025877,1,"AD113SH56GFRINDFAS-2083771",2083771,24.96,"FALSE","2083770:0.53,2083769:0.52,2083771:0.44,2083768:0.44,2083772:0.36,2083773:0.28",3,2
10028335,2,"JE157SH14KFPINDFAS-2988385",2988385,28.7,"TRUE","2988385:0.67,2988383:0.56,2988393:0.46,2988391:0.37,2988389:0.33,2988387:0.33",2,1
1003059,1,"NE717SH42XNXINDFAS-2603185",2603185,26.2,"TRUE","2603185:0.72,2603183:0.61,2603181:0.52,2603179:0.40,2603177:0.28,2603175:0.18",14,3
1003059,1,"KI520SH80YXFINDFAS-3729335",3729335,25.55,"FALSE","3729337:0.72,3729335:0.61,3729333:0.52,3729331:0.40,3729329:0.28,3729327:0.18",14,3
1003059,1,"MI162SH34JDTINDFAS-3220539",3220539,25.55,"FALSE","3220541:0.72,3220539:0.61,3220549:0.52,3220547:0.40,3220545:0.28,3220543:0.18",14,3
10031179,1,"SC065SH60DRJINDFAS-3266281",3266281,27.1,"FALSE","3266279:0.59,3266277:0.49,3266281:0.47,3266271:0.39,3266275:0.39,3266273:0.38",1,1
10031845,1,"MY465SH30GHTINDFAS-3390819",3390819,23,"FALSE","3390821:0.60,3390819:0.52,3390823:0.50,3390829:0.40,3390825:0.40,3390827:0.40",1,1
1004790,1,"LA858SH64NFZINDFAS-3698343",3698343,22.7,"TRUE","3698345:0.56,3698343:0.56,3698347:0.46,3698349:0.40,3698353:0.38,3698351:0.38",1,1
1005228,2,"NI091SH18EWZINDFAS-2974525",2974525,28,"FALSE","2974523:0.33,2974527:0.31,2974529:0.30,2974525:0.30,2974519:0.29,2974521:0.27",5,5
10052565,2,"WA757SH71KYQINDFAS-1412685",1412685,26.3,"FALSE","1412687:0.44,1412686:0.42,1412685:0.40,1412688:0.39,1412684:0.35,1412683:0.29",5,3
1005598,1,"WE183SH32DRNINDFAS-1748227",1748227,23.55,"TRUE","1748227:0.57,1748226:0.50,1748228:0.47,1748229:0.38,1748230:0.31",3,2
10058975,2,"BU024SH40XRFINDFAS-3548997",3548997,26.9,"TRUE","3548997:0.49,3548995:0.46,3548999:0.44,3548993:0.39,3549001:0.37,3548991:0.33",2,2
10062187,1,"ZC657SH24VTFINDFAS-3013951",3013951,26.2,"FALSE","3013945:0.60,3013947:0.50,3013943:0.50,3013949:0.43,3013941:0.42,3013951:0.40",1,1
10063549,1,"SU068SH84PSPINDFAS-3704925",3704925,25.1,"FALSE","4043431:0.60,4043429:0.46,3704925:0.39,4043427:0.39,3704921:0.38,3704923:0.38",1,1
10070545,1,"AD004SH84HNVINDFAS-2628979",2628979,24.8,"TRUE","2628979:0.41,2628981:0.32,2628983:0.32,2628985:0.29,2628987:0.22",2,2
10079125,2,"RE105SH12ICDINDFAS-2631565",2631565,29,"FALSE","2631563:0.60,2631561:0.47,2631565:0.47,2631559:0.40,2631557:0.39,2631567:0.36",1,1
10090869,2,"RE104SH23PUEINDFAS-1941438",1941438,26.7,"TRUE","1941438:0.57,1941439:0.55,1941437:0.47,1941440:0.47,1941436:0.43,1941435:0.39",1,1
1009436,2,"UN573SH88MNVINDFAS-3583611",3583611,26.1,"FALSE","3583617:0.42,3583613:0.39,3583615:0.38,3583619:0.35,3583611:0.34,3583609:0.27",8,4
10098315,2,"FI053SH06BCBINDFAS-2019716",2019716,26.67,"TRUE","2019716:0.60,2019717:0.52,2019715:0.51,2019718:0.43,2019714:0.43,2019713:0.37",1,1
1010038,1,"LA037SH78UWJINDFAS-2411633",2411633,24.9,"FALSE","2411635:0.48,2411637:0.45,2411633:0.42,2411631:0.30,2411629:0.19,2411627:0.17",8,2
10101245,2,"RE105SH38DQVINDFAS-3944645",3944645,28,"FALSE","3944643:0.58,3944641:0.53,3944645:0.44,3944639:0.39,3944649:0.34,3944647:0.32",4,2
10101245,2,"AL005SH43JXCINDFAS-4020086",4020086,26.7,"TRUE","4020086:0.62,4020088:0.54,4020084:0.53,4020082:0.49,4020090:0.46,4020080:0.44",4,2
10102083,1,"AD113SH80IOLINDFAS-1873902",1873902,25.62,"TRUE","1873902:0.66,1873901:0.58,1873903:0.55,1873900:0.47,1873899:0.37",2,1
10102083,1,"LA037SH97HUOINDFAS-1872207",1872207,25.7,"TRUE","1872207:0.64,1872206:0.57,1872208:0.50,1872205:0.40,1872203:0.33,1872204:0.33",2,1
1010348,2,"RE105SH30TURINDFAS-3483605",3483605,30,"TRUE","3483605:0.55,3483603:0.52,3483597:0.40,3483601:0.40,3483599:0.40,3483595:0.39",1,1
1010348,2,"FI053SH47ZHCINDFAS-2310017",2310017,27.94,"NOPRED","2310015:0.40,2310014:0.40,2310017:0.39,2310013:0.39,2310016:0.38,2310012:0.37",1,1
10104987,1,"FI053SH94TMJINDFAS-3598737",3598737,24.13,"TRUE","3598737:0.48,3598739:0.45,3598735:0.41,3598741:0.37,3598733:0.33",8,4
1010608,1,"ZE980SH31LMIINDFAS-1933958",1933958,24.6,"TRUE","1933958:0.59,1933959:0.50,1933957:0.46,1933956:0.39,1933960:0.39,1933955:0.38",1,1
10111377,1,"ZC657SH82IQBINDFAS-819050",819050,24.3,"FALSE","819052:0.50,819051:0.44,819053:0.42,819050:0.35,819049:0.27,819048:0.25",4,3
10125593,2,"FR057SH48JCLINDFAS-2924941",2924941,27,"FALSE","2924937:0.57,2924939:0.49,2924941:0.43,2924943:0.40,2924945:0.40",1,1
1012731,2,"SA246SH26UWRINDFAS-3542129",3542129,27,"TRUE","3542129:0.66,3542127:0.57,3542131:0.57,3542125:0.48,3542121:0.47,3542123:0.38",2,1
10131175,1,"LA832SH04NHJINDFAS-2162669",2162669,25.8,"TRUE","2162668:0.42,2162669:0.42,2162667:0.40,2162670:0.36,2162671:0.33,2162666:0.32",5,3
10131175,1,"CA027SH92EPBINDFAS-3386249",3386249,23.8,"FALSE","3386251:0.43,3386253:0.43,3386255:0.34,3386249:0.32,3386247:0.23,3386245:0.22",5,3
10139271,2,"AC753SH91DKMINDFAS-1689892",1689892,27.95,"FALSE","1689893:0.59,1689892:0.50,1689894:0.47,1689890:0.40,1689891:0.39,1689895:0.36",1,1
10144259,1,"MI162SH64JGLINDFAS-3220969",3220969,24.3,"FALSE","3220959:0.62,3220969:0.60,3220961:0.53,3220967:0.49,3220963:0.43,3220965:0.40",2,1
10144259,1,"JC046SH59IKIINDFAS-2036490",2036490,24.3,"FALSE","2036491:0.62,2036490:0.60,2036492:0.53,2036489:0.49,2036493:0.43,2036488:0.40",2,1
10144259,1,"ZC657SH10SCZINDFAS-2355451",2355451,24.3,"FALSE","2355453:0.62,2355451:0.60,2355455:0.53,2355449:0.49,2355457:0.43,2355447:0.40",2,1
10144901,2,"ST446SH70HFXINDFAS-3806447",3806447,24.8,NA,"3806451:0.50,3806449:0.43,3806453:0.43,3806455:0.37,3806447:0.33,3806457:0.33",2,2
10149175,2,"AL005SH78XPPINDFAS-3780921",3780921,25.7,"TRUE","3780923:0.43,3780921:0.43,3780925:0.40,3780919:0.40,3780927:0.40,3780929:0.34",3,3
10150193,2,"SA106SH77CBEINDFAS-710180",710180,26,"TRUE","710180:0.50,710183:0.50,710181:0.42,710182:0.42,710184:0.42,710179:0.42",2,2
10158561,1,"CA027SH68HGHINDFAS-3332185",3332185,25.7,"FALSE","3332181:0.50,3332183:0.49,3332185:0.39,3332179:0.39,3332177:0.32,3332187:0.28",3,2
10158561,1,"ZC657SH98ZVPINDFAS-3610577",3610577,25.55,"FALSE","3610573:0.57,3610575:0.48,3610571:0.47,3610577:0.41,3610569:0.40,3610579:0.32",3,2
10158771,1,"CA027SH13OICINDFAS-1938054",1938054,24.9,"FALSE","1938053:0.57,1938052:0.51,1938051:0.44,1938054:0.41,1938056:0.39,1938055:0.39",1,1
10161043,1,"LA037SH48VFFINDFAS-2413009",2413009,23.8,"FALSE","2413011:0.56,2413013:0.48,2413009:0.41,2413015:0.36,2413007:0.29,2413005:0.29",3,2
10161043,1,"LA037SH52VFBINDFAS-2412985",2412985,23.8,"FALSE","2412987:0.56,2412989:0.48,2412985:0.41,2412991:0.36,2412983:0.29,2412981:0.29",3,2
10161043,1,"IN071SH66DLHINDFAS-3383043",3383043,24,"FALSE","3383045:0.53,3383047:0.53,3383043:0.44,3383049:0.44,3383041:0.35,3383039:0.27",3,2
10161043,1,"IN071SH64DLJINDFAS-3383055",3383055,24,"FALSE","3383059:0.53,3383057:0.53,3383055:0.44,3383061:0.44,3383053:0.35,3383051:0.27",3,2
10161043,1,"LA037SH50VFDINDFAS-2413003",2413003,23.8,"FALSE","2412993:0.56,2412995:0.48,2413003:0.41,2412997:0.36,2413001:0.29,2412999:0.29",3,2
1016164,3,"DI040SH57LSWINDFAS-2158446",2158446,17.78,"FALSE","2158447:0.43,2158446:0.42,2158445:0.42,2158444:0.41,2158443:0.39,2158442:0.37",3,3
1016188,3,"SP115SH18ZWFINDFAS-2961849",2961849,20,"FALSE","2961841:0.50,2961849:0.48,4910825:0.48,2961847:0.46,2961843:0.45,2961845:0.44",2,2
10162955,1,"LA037SH70USVINDFAS-2411077",2411077,22.4,"FALSE","2411079:0.65,2411077:0.57,2411081:0.54,2411083:0.37,2411087:0.33,2411085:0.32",2,1
10163387,2,"UM165SH68ZBFINDFAS-2728711",2728711,26.67,"FALSE","2728715:0.60,2728717:0.51,2728713:0.51,2728711:0.42,2728719:0.42",1,1
1017406,1,"SU576SH80GMTINDFAS-3093613",3093613,23.55,"TRUE","3093613:0.65,3093611:0.57,3093615:0.54,3093617:0.43,3093619:0.35",22,6
10182507,2,"NU094SH13JUKINDFAS-4019614",4019614,26,"TRUE","4019612:0.47,4019614:0.47,4019616:0.41,4019618:0.33,4019620:0.33,4019622:0.31",2,2
1018706,1,"AD004SH31KEIINDFAS-1036848",1036848,24.8,"NOPRED","1036848:0.39,1036849:0.39,1036850:0.38,1036851:0.34",1,1
10191057,1,"LA037SH24HTJINDFAS-3571429",3571429,23.8,"TRUE","3571429:0.54,3571427:0.49,3571425:0.42,3571431:0.42,3571433:0.36,3571435:0.28",3,2
10191231,1,"MY465SH06GEVINDFAS-3390373",3390373,26.2,"TRUE","3390371:0.50,3390373:0.50,3390369:0.44,3390367:0.35,3390363:0.33,3390365:0.33",2,2
1019528,2,"AS017SH76OFNINDFAS-3645287",3645287,28,"TRUE","3645287:0.31,3645285:0.29,3645289:0.27,3645283:0.26,3645281:0.22,3645291:0.21",9,7
10195735,1,"CR037SH44ZUPINDFAS-2420997",2420997,25.4,"TRUE","2420997:0.54,2420995:0.48,4451118:0.44,2420993:0.41,4451116:0.40,2420991:0.39,2420989:0.32,2420987:0.28",1,1
1019962,1,"AD457SH08BAHINDFAS-1683330",1683330,24.3,"FALSE","1683329:0.67,1683328:0.58,1683330:0.55,1683331:0.44,1683332:0.36,1683333:0.33",2,1
10200157,1,"MI162SH88JFNINDFAS-3220821",3220821,25,"FALSE","3220823:0.50,3220821:0.47,3220819:0.45,3220825:0.42,3220817:0.37,3220815:0.33",2,2
10200157,1,"EZ981SH95XWUINDFAS-2067335",2067335,25.5,"FALSE","2067333:0.50,2067335:0.49,2067334:0.47,2067336:0.45,2067332:0.41,2067331:0.33",2,2
10212091,1,"LA858SH32DVVINDFAS-2493219",2493219,22.7,"TRUE","2493221:0.56,2493219:0.56,2493223:0.46,2493225:0.40,2493229:0.38,2493227:0.38",1,1
10214631,3,"DI040SH58LSVINDFAS-2158438",2158438,16.08,"FALSE","2158441:0.41,2158440:0.38,2158439:0.36,2158438:0.33,2158437:0.33,2158436:0.33",2,2
10214631,3,"DI040SH58LSVINDFAS-2158440",2158440,17.78,"FALSE","2158441:0.41,2158440:0.38,2158439:0.36,2158438:0.33,2158437:0.33,2158436:0.33",2,2
10220041,2,"BA305SH12BLNINDFAS-3378635",3378635,27.5,"FALSE","3378637:0.50,3378635:0.42,3378633:0.41,3378631:0.39,3378629:0.33,3378627:0.03",3,2
10222797,1,"MI162SH06FCZINDFAS-1867295",1867295,25.55,"TRUE","1867295:0.60,1867294:0.52,1867296:0.51,1867293:0.43,1867292:0.40,1867291:0.40",1,1
10222797,1,"ZC657SH78VKFINDFAS-1843319",1843319,25.55,"TRUE","1843319:0.60,1843318:0.52,1843320:0.51,1843317:0.43,1843316:0.40,1843315:0.40",1,1
10224655,1,"ZC657SH94ZVTINDFAS-3610603",3610603,26.2,"FALSE","3610601:0.50,3610599:0.44,3610593:0.43,3610603:0.42,3610595:0.37,3610597:0.35",2,2
10224655,1,"AE303SH73NPMINDFAS-1884206",1884206,21.5,"FALSE","1884210:0.49,1884207:0.49,1884211:0.45,1884206:0.40,1884209:0.38,1884208:0.37",2,2
10225173,1,"LA037SH76VEDINDFAS-2412837",2412837,22.4,"FALSE","2412839:0.61,2412837:0.54,2412841:0.51,2412843:0.37,2412845:0.31,2412847:0.24",4,2
10225173,1,"JC046SH92XRZINDFAS-2251301",2251301,22.4,"FALSE","2251296:0.62,2251297:0.55,2251301:0.54,2251298:0.44,2251299:0.38,2251300:0.33,2251302:0.27",4,2
10226049,1,"RE105SH76ZFNINDFAS-1556999",1556999,26.5,"TRUE","1556999:0.56,1556998:0.50,1556996:0.40,1556997:0.38",1,1
10227259,1,"CA028SH19XRWINDFAS-896692",896692,24.3,"TRUE","896692:0.56,896691:0.54,896693:0.46,896690:0.46,896695:0.40,896694:0.40",1,1
10227259,1,"CA028SH55JNCINDFAS-977814",977814,24.3,"TRUE","977814:0.56,977813:0.54,977815:0.46,977812:0.46,977817:0.40,977816:0.40",1,1
10234451,1,"BE043SH37PIGINDFAS-1718752",1718752,26.8,"FALSE","1718749:0.43,1718751:0.43,1718750:0.42,1718752:0.37,1718748:0.36,1718747:0.29",3,3
10234957,1,"CA028SH42JJTINDFAS-977292",977292,24.3,"FALSE","977295:0.50,977294:0.50,977293:0.44,977292:0.35,977291:0.27,977290:0.25",4,2
10237153,1,"ST446SH20YYHINDFAS-2668771",2668771,25.1,NA,"2668771:0.59,2668769:0.54,2668773:0.47,2668767:0.46,2668765:0.43,2668761:0.40,2668763:0.40,2668759:0.39,2668757:0.38,2668755:0.33",1,1
1024170,1,"ZC657SH29PQWINDFAS-2230707",2230707,24.3,"TRUE","2230707:0.82,2230708:0.68,2230706:0.68,2230709:0.58,2230705:0.57,2230710:0.46",7,1
10242831,2,"LO087SH52MIDINDFAS-1205727",1205727,27.1,"FALSE","1205726:0.57,1205727:0.45,1205730:0.40,1205728:0.39,1205729:0.39,1914473:0.32",1,1
10244179,3,"DI040SH56LSXINDFAS-2158453",2158453,18.62,"TRUE","2158453:0.50,2158452:0.47,2158451:0.44,2158450:0.41,2158449:0.38,2158448:0.36",2,2
10244179,3,"DI040SH52LTBINDFAS-2158475",2158475,16.93,"FALSE","2158477:0.50,2158476:0.47,2158475:0.44,2158474:0.41,2158473:0.38,2158472:0.36",2,2
10246195,1,"CU557SH64HBFINDFAS-2498737",2498737,24.1,"TRUE","2498737:0.41,2498739:0.38,2498735:0.35,2498741:0.31,2498733:0.29,2498743:0.24",10,6
10247173,2,"NI091SH78WORINDFAS-2302061",2302061,28,"TRUE","2302061:0.60,2302060:0.47,2302062:0.47,2302059:0.40,2302063:0.36,2302058:0.35",1,1
10248619,2,"GA180SH12OGHINDFAS-1826461",1826461,30.4,"FALSE","1826458:0.55,1826457:0.53,1826459:0.44,1826456:0.43,1826460:0.40,1826461:0.33",1,1
10256445,1,"MI162SH94JJDINDFAS-3221383",3221383,24.3,"FALSE","3221385:0.29,3221387:0.25,3221383:0.24,3221389:0.21,3221381:0.19,3221379:0.15",228,10
10256445,1,"ZC657SH78VKFINDFAS-1843317",1843317,24.3,"FALSE","1843318:0.29,1843319:0.25,1843317:0.24,1843320:0.21,1843316:0.19,1843315:0.15",228,10
10256445,1,"ZC657SH82BLLINDFAS-2315417",2315417,25,"TRUE","2315417:0.29,2315418:0.25,2315416:0.24,2315419:0.21,2315415:0.19,2315414:0.15",228,10
10256445,1,"LA858SH92NYHINDFAS-3467349",3467349,23.3,"FALSE","3467355:0.27,3467353:0.27,3467357:0.22,3467351:0.22,3467349:0.17,3467347:0.13",228,10
10256445,1,"MI162SH98JFDINDFAS-3220759",3220759,25.55,"FALSE","3220757:0.29,3220759:0.25,3220755:0.24,3220761:0.21,3220765:0.19,3220763:0.15",228,10
10256499,1,"ZC657SH66UIJINDFAS-1057489",1057489,24.3,"TRUE","1057489:0.27,1057490:0.23,1057488:0.23,1057491:0.19,1057487:0.19,1057492:0.15",149,10
10256499,1,"ZC657SH62GWNINDFAS-2435111",2435111,24.3,"TRUE","2435111:0.27,2435113:0.23,2435109:0.23,2435115:0.19,2435107:0.19,2435117:0.15",149,10
10256499,1,"ZC657SH78VKFINDFAS-1843316",1843316,23.55,"FALSE","1843317:0.27,1843318:0.23,1843316:0.23,1843319:0.19,1843315:0.19,1843320:0.15",149,10
10256499,1,"EX865SH85NTEINDFAS-1420022",1420022,25,"FALSE","1420021:0.27,1420022:0.23,1420020:0.23,1420023:0.19,1420019:0.19,1420024:0.15",149,10
10256499,1,"WE286SH00MXJINDFAS-2994137",2994137,23.2,"FALSE","2994141:0.26,2994139:0.24,2994143:0.22,2994137:0.20,2994145:0.19,2994147:0.14",149,10
10256499,1,"TE228SH63TLWINDFAS-1783191",1783191,23.5,"FALSE","1783193:0.26,1783192:0.26,1783194:0.22,1783191:0.22,1783195:0.20,1783196:0.19,1783190:0.18",149,10
10256499,1,"ZC657SH33ZLYINDFAS-1613537",1613537,23,"FALSE","1613539:0.27,1613540:0.23,1613538:0.23,1613541:0.19,1613537:0.19",149,10
10256499,1,"ZC657SH78VKFINDFAS-1843316",1843316,23.55,"FALSE","1843317:0.27,1843318:0.23,1843316:0.23,1843319:0.19,1843315:0.19,1843320:0.15",149,10
10256515,1,"ZC657SH26ISRINDFAS-1523274",1523274,24.3,"FALSE","1523276:0.33,1523275:0.29,1523277:0.28,1523274:0.23,1523273:0.18,1523272:0.13",169,9
10258649,2,"UN573SH50XTTINDFAS-3493371",3493371,27.8,"FALSE","3493373:0.61,3493375:0.53,3493371:0.50,3493377:0.42,3493369:0.39,3493367:0.36",4,2
10261425,2,"CR037SH82UVLINDFAS-2117368",2117368,26.162,"FALSE","2117370:0.70,2117371:0.64,2117369:0.58,2117372:0.52,2117368:0.50,2117373:0.44,2117367:0.38",3,1
10262931,1,"LA832SH60VHVINDFAS-2118643",2118643,26.7,"FALSE","2118640:0.64,2118639:0.60,2118641:0.54,2118638:0.48,2118642:0.45,2118643:0.40",2,1
10262931,1,"LA858SH10DWRINDFAS-2493359",2493359,25.3,"TRUE","2493359:0.62,2493357:0.62,2493355:0.51,2493361:0.51,2493353:0.40,2493351:0.31",2,1
1026609,2,"SA246SH00UXRINDFAS-3542283",3542283,27.6,"FALSE","3542281:0.49,3542279:0.46,3542283:0.43,3542277:0.39,3542285:0.35,3542287:0.32",2,2
10267041,1,"WE286SH42GFTINDFAS-2804877",2804877,23.7,"FALSE","2804875:0.57,2804877:0.50,2804879:0.39,2804883:0.39,2804881:0.38,2804885:0.38",1,1
1026908,1,"MB095SH89HXAINDFAS-1520926",1520926,24.3,"TRUE","1520926:0.60,1520927:0.50,1520925:0.50,1520928:0.43,1520924:0.42,1520929:0.33",6,3
10273835,1,"IN071SH26TPLINDFAS-2888183",2888183,25.3,"TRUE","2888181:0.56,2888183:0.56,2888185:0.46,2888179:0.46,2888177:0.38,2888175:0.37",1,1
10273835,1,"IN071SH26TPLINDFAS-2888181",2888181,24.7,"TRUE","2888181:0.56,2888183:0.56,2888185:0.46,2888179:0.46,2888177:0.38,2888175:0.37",1,1
10274955,1,"MI162SH30JLPINDFAS-3221773",3221773,23.55,"FALSE","3221765:0.60,3221767:0.52,3221763:0.50,3221769:0.43,3221773:0.40,3221771:0.40",1,1
1028650,1,"LA037SH44UXRINDFAS-2411839",2411839,25.7,"FALSE","2411833:0.65,2411831:0.57,2411835:0.54,2411837:0.37,2411839:0.32,2411841:0.25",8,2
1028650,1,"LY865SH90RMRINDFAS-3477471",3477471,22.2,"FALSE","3477473:0.67,3477471:0.54,3477475:0.54,3477477:0.42,3477479:0.32,3477481:0.28",8,2
1028650,1,"SA038SH26EUZINDFAS-2621425",2621425,25,"FALSE","2621419:0.67,2621421:0.58,2621423:0.47,2621425:0.36,2621427:0.33,2621429:0.28",8,2
1028650,1,"MI162SH86JFPINDFAS-3220827",3220827,23,"TRUE","3220827:0.67,3220829:0.58,3220831:0.47,3220833:0.36,3220835:0.33,3220837:0.28",8,2
10287737,1,"ZC657SH15UPSINDFAS-1602958",1602958,24.3,"FALSE","1602957:0.60,1602956:0.52,1602958:0.50,1602961:0.40,1602959:0.40,1602960:0.40",1,1
10287737,1,"IN071SH26IMRINDFAS-531392",531392,24,"FALSE","531391:0.57,531392:0.54,531390:0.48,531393:0.44,531395:0.38,531394:0.38,531389:0.33",1,1
10287737,1,"ZC657SH69DGSINDFAS-1395590",1395590,24.3,"FALSE","1395589:0.60,1395588:0.52,1395590:0.50,1395591:0.40,1395593:0.40,1395592:0.40",1,1
10296779,2,"PR101SH86GJTINDFAS-2917917",2917917,26.7,"FALSE","2917919:0.57,2917917:0.49,2917915:0.40,2917913:0.40,2917911:0.39",1,1
10296975,2,"CR037SH75UVSINDFAS-2117427",2117427,23.622,"FALSE","2117431:0.43,2117433:0.42,2117429:0.40,2117430:0.38,2117432:0.37,2117434:0.36,2117428:0.34,2117435:0.31,2117427:0.29,2117426:0.22",3,3
10304327,1,"ZC657SH72XLNINDFAS-1552615",1552615,24.3,"FALSE","1552616:0.57,1552617:0.50,1552615:0.48,1552618:0.41,1552614:0.38,1552613:0.31",3,2
10307031,1,"SO714SH66XMFINDFAS-3780395",3780395,25.3,"TRUE","3780395:0.54,3780393:0.46,3780391:0.37,3780389:0.27,3780387:0.27",3,2
10307031,1,"LA037SH40VFNINDFAS-2413061",2413061,25.7,"TRUE","2413061:0.55,2413059:0.49,2413063:0.43,2413057:0.34,2413053:0.29,2413055:0.28",3,2
1030959,2,"RU271SH26JBXINDFAS-3575921",3575921,26.6,"FALSE","3575917:0.53,3575919:0.53,3575921:0.48,3575923:0.38,3575925:0.32,3575927:0.26",5,3
1031070,1,"NE717SH62TMBINDFAS-1544961",1544961,24.3,"FALSE","1544960:0.53,1544959:0.46,1544961:0.44,1544962:0.35,1544963:0.28,1544964:0.20",13,3
1031070,1,"NE717SH62TMBINDFAS-1544960",1544960,23.55,"TRUE","1544960:0.53,1544959:0.46,1544961:0.44,1544962:0.35,1544963:0.28,1544964:0.20",13,3
10317451,1,"ZC657SH46RIFINDFAS-2586511",2586511,25,"FALSE","2586513:0.71,2586511:0.62,2586515:0.61,2586517:0.52,2586509:0.51,2586507:0.38,2586505:0.29",3,1
10324847,2,"GE778SH84JNJINDFAS-1760487",1760487,27.9,"TRUE","1760487:0.49,1760488:0.47,1760486:0.36,1760484:0.33,1760483:0.33,1760485:0.33",2,2
1032848,3,"KI446SH03XXSINDFAS-1674786",1674786,19.5,"FALSE","1674785:0.55,1674784:0.54,1674786:0.53,1674787:0.49,1674788:0.46,1674789:0.44,1674790:0.41",5,3
1032848,3,"SP115SH40VFVINDFAS-1953451",1953451,20,"FALSE","1953450:0.53,1953451:0.51,1953452:0.48,1953453:0.46,1953454:0.43,1953455:0.41",5,3
10328485,2,"FR057SH68SAPINDFAS-4094395",4094395,27.5,"FALSE","4094391:0.48,4094393:0.47,4094389:0.44,4094395:0.41,4094397:0.36,4094399:0.32",2,2
1033186,3,"KI446SH18LLPINDFAS-927669",927669,18.25,"TRUE","927669:0.61,927668:0.58,927667:0.54,927666:0.52,927665:0.50,927664:0.46",2,1
1033186,3,"KI446SH17LLQINDFAS-927675",927675,18.25,"TRUE","927675:0.61,927674:0.58,927673:0.54,927672:0.52,927671:0.50,927670:0.46",2,1
1033186,3,"KI063SH89AMSINDFAS-1508234",1508234,20,"TRUE","1508234:0.64,1508235:0.61,1508236:0.59,1508237:0.56,1508238:0.52,1508239:0.50,1508240:0.47",2,1
1033413,1,"ST446SH86XSVINDFAS-2783525",2783525,23.5,NA,"2783529:0.50,2783531:0.49,2783527:0.48,2783533:0.45,2783525:0.44,2783523:0.38,2783535:0.36,2783521:0.33,2783519:0.32,2783517:0.27",2,2
1033490,3,"BA164SH34ZVPINDFAS-2961757",2961757,22,"TRUE","2961757:0.57,2961759:0.54,2961763:0.52,2961761:0.49",1,1
1033490,3,"DI040SH33KASINDFAS-1985550",1985550,20.32,"FALSE","1985551:0.60,1985552:0.57,1985550:0.56,1985553:0.54,1985549:0.53,1985554:0.50,1985548:0.49,1985547:0.46,1985546:0.43,1985544:0.40,1985543:0.40,1985545:0.40",1,1
1034615,1,"BE043SH50KUNINDFAS-1581512",1581512,25.6,"FALSE","1581511:0.67,1581512:0.57,1581510:0.56,1581513:0.48,1581509:0.45,1581514:0.39",2,1
1034615,1,"LA858SH12SDNINDFAS-2884727",2884727,24.7,"TRUE","2884727:0.62,2884729:0.62,2884725:0.51,2884731:0.51,2884723:0.40,2884721:0.31",2,1
10349171,1,"AD004SH54KPHINDFAS-3462113",3462113,26.5,"FALSE","3462109:0.48,3462111:0.42,3462113:0.33,3462115:0.29,3462117:0.22",2,2
1035316,2,"NU094SH10EVXINDFAS-2141605",2141605,26,"TRUE","2141605:0.31,2141604:0.29,2141606:0.28,2141607:0.22,2141608:0.19,2141609:0.14",12,6
