"CustomerNo","fk_catalog_segment","sku_simple","id_catalog_simple","avg_size","prediction","simple_list","cluster_total","profiles"
10000515,2,"AN429SH65YYGINDFAS-1556064",1556064,26.7,"FALSE","1556063:0.60,1556062:0.51,1556064:0.51,1556065:0.43,1556066:0.40",1,1
1000234,1,"LE080SH23MJWINDFAS-4704427",4704427,23.8,"FALSE","4704426:0.71,4704427:0.67,4704428:0.56,4704429:0.46,4704430:0.41,4704431:0.36",3,1
1000596,2,"FI053SH54LLLINDFAS-3402615",3402615,24.77,"FALSE","3402625:0.50,3402623:0.41,3402621:0.40,3402619:0.40,3402617:0.39,3402615:0.37",1,1
10008481,2,"WO136SH73EZAINDFAS-4010354",4010354,26.7,"FALSE","4010356:0.55,4010354:0.49,4010350:0.40,4010348:0.40,4010352:0.40",1,1
1000964,2,"WA757SH47COYINDFAS-1917055",1917055,26,"TRUE","1917055:0.56,1917056:0.55,1917054:0.52,1917053:0.44,1917057:0.39,1917059:0.38,1917058:0.37",1,1
1002240,1,"IN071SH32TFBINDFAS-2238706",2238706,24.7,"TRUE","2238706:0.58,2238707:0.58,2238705:0.48,2238708:0.48,2238704:0.38,2238703:0.29",12,4
1002240,1,"LA858SH90SEJINDFAS-2884859",2884859,24.7,"TRUE","2884861:0.58,2884859:0.58,2884863:0.48,2884857:0.48,2884855:0.38,2884853:0.29",12,4
100234,1,"MI877SH04NVFINDFAS-3050341",3050341,26.2,"FALSE","3050333:0.50,3050331:0.50,3050335:0.41,3050341:0.33,3050337:0.33,3050339:0.33",2,2
10023839,1,"LA037SH71JNCINDFAS-4456204",4456204,22.9,"FALSE","4456206:0.59,4456204:0.53,4456212:0.46,4456208:0.43,4456210:0.31,4456202:0.24",4,2
10023839,1,"MI162SH94FNDINDFAS-3213137",3213137,23.55,"TRUE","3213137:0.62,3213135:0.55,3213139:0.52,3213141:0.41,3213143:0.33,3213145:0.25",4,2
10024931,1,"BE043SH37ZIOINDFAS-2127959",2127959,25.6,"FALSE","2127958:0.50,2127957:0.47,2127956:0.45,2127959:0.43,2127960:0.36,2127961:0.33",2,2
10024931,1,"TR637SH84NPNINDFAS-4146717",4146717,23.7,"TRUE","4146717:0.47,4146721:0.45,4146719:0.45,4146723:0.36,4146715:0.34,4146713:0.30",2,2
10027155,1,"IL755SH76WVZINDFAS-3016941",3016941,22.9,"FALSE","3016943:0.63,3016941:0.57,3016939:0.49,3016945:0.46,3016947:0.33,3016949:0.33",2,1
10027415,2,"KN667SH14TRTINDFAS-3009549",3009549,27.9,"TRUE","3009549:0.59,3009551:0.56,3009547:0.43,3009545:0.40,3009543:0.40,3009541:0.40",1,1
1002920,2,"UM165SH68ZBFINDFAS-2728715",2728715,28,"TRUE","2728715:0.60,2728717:0.51,2728713:0.51,2728711:0.42,2728719:0.42",1,1
1004560,2,"FI053SH78TMZINDFAS-3598831",3598831,26.04,"FALSE","3598833:0.56,3598835:0.55,3598831:0.48,3598837:0.47,3598829:0.39,3598827:0.37",1,1
1004673,2,"FR057SH21GCSINDFAS-1348689",1348689,27.5,"TRUE","1348689:0.60,1348688:0.53,1348690:0.53,2275010:0.47,1348687:0.47,1348686:0.38",1,1
1005580,1,"IN071SH10FCNINDFAS-3800181",3800181,23.3,"TRUE","3800181:0.59,3800183:0.56,3800179:0.50,3800185:0.46,3800187:0.37,3800177:0.34,3800189:0.29",4,2
10078947,1,"LA037SH48VBJINDFAS-2412411",2412411,24.9,"FALSE","2412413:0.58,2412411:0.51,2412415:0.45,2412405:0.40,2412407:0.39,2412409:0.38",1,1
1008386,1,"AD113SH91DLWINDFAS-4006818",4006818,22.98,"FALSE","4006820:0.65,4006818:0.58,4006822:0.55,4006824:0.45,4006826:0.35,4006828:0.33,4006830:0.31",2,1
10086027,2,"BU024SH10SIVINDFAS-3710029",3710029,27.5,"TRUE","3710029:0.60,3710031:0.52,3710027:0.52,3710025:0.44,3710021:0.40,3710023:0.40",1,1
1009397,1,"ZC657SH63YLSINDFAS-1738963",1738963,24.3,"FALSE","1738964:0.56,1738965:0.49,1738963:0.47,1738966:0.41,1738962:0.37,1738961:0.30",12,4
1009397,1,"ZC657SH10GURINDFAS-2434823",2434823,24.3,"FALSE","2434825:0.56,2434827:0.49,2434823:0.47,2434829:0.41,2434821:0.37,2434819:0.30",12,4
1009909,1,"AD761SH80IXRINDFAS-3956211",3956211,24.8,"TRUE","3956211:0.43,3956213:0.39,3956215:0.38,3956217:0.34,3956219:0.27",1,1
10108771,1,"ZC657SH22SKFINDFAS-3840431",3840431,25.55,"TRUE","3840431:0.57,3840429:0.50,3840433:0.49,3840427:0.41,3840425:0.31,3840423:0.29",3,2
10108771,1,"LA037SH70USVINDFAS-2411079",2411079,22.9,"FALSE","2411085:0.55,2411083:0.49,2411087:0.43,2411081:0.34,2411077:0.29,2411079:0.28",3,2
10108771,1,"LA037SH44UXRINDFAS-2411839",2411839,25.7,"TRUE","2411839:0.55,2411837:0.49,2411841:0.43,2411835:0.34,2411831:0.29,2411833:0.28",3,2
10109907,1,"ZY657SH54DCZINDFAS-712854",712854,23.55,"TRUE","712854:0.67,712853:0.58,712855:0.55,712856:0.44,712857:0.36,712858:0.33",2,1
1012017,1,"CA027SH44QOLINDFAS-2052582",2052582,22.9,"FALSE","2052584:0.49,2052586:0.45,2052585:0.44,2052583:0.36,2052581:0.33,2052582:0.33",2,2
10120647,1,"MY465SH76GFZINDFAS-3390545",3390545,23.55,"TRUE","3390545:0.57,3390543:0.50,3390547:0.47,3390549:0.38,3390551:0.31,3390553:0.22",10,3
1012462,1,"YE982SH88WWDINDFAS-2065688",2065688,25.45,"TRUE","2065688:0.56,2065689:0.53,2065687:0.50,2065686:0.43,2065685:0.39,2065684:0.34",3,2
1012462,1,"YE982SH04YDFINDFAS-2013311",2013311,25.45,"TRUE","2013311:0.56,2013312:0.53,2013310:0.50,2013309:0.43,2013308:0.39",3,2
1012576,1,"CA028SH38QTPINDFAS-548666",548666,23,"FALSE","548669:0.50,548670:0.50,548671:0.42,548668:0.42,548666:0.33,548667:0.33",2,2
1013883,1,"MI162SH60UDVINDFAS-2408987",2408987,23.55,"FALSE","2408985:0.64,2408987:0.56,2408989:0.45,2408991:0.34,2408993:0.26,2408995:0.16",10,4
10145207,1,"CR037SH88VCXINDFAS-2118338",2118338,21.59,"FALSE","2118339:0.48,2118340:0.43,2118341:0.37,2118338:0.34,2118337:0.28,3731947:0.25,3731945:0.25,2118342:0.24",4,3
10148225,2,"FI053SH87EIIINDFAS-2204065",2204065,26.04,"FALSE","2204067:0.57,2204068:0.54,2204066:0.49,2204065:0.41,2204064:0.39,2204063:0.37",1,1
1015730,2,"NI091SH16YTFINDFAS-3309813",3309813,27,"FALSE","3309811:0.57,3309813:0.44,3309809:0.38,3309815:0.32,3309817:0.27,3309819:0.26",3,2
1015730,2,"FR057SH42RKFINDFAS-4216019",4216019,27.5,"FALSE","4216025:0.51,4216015:0.51,4216017:0.44,4216019:0.38,4216021:0.32,4216023:0.27",3,2
10161043,1,"IN071SH22VOBINDFAS-2182936",2182936,24.7,"TRUE","2182936:0.38,2182937:0.38,2182935:0.35,2182938:0.32,2182934:0.30,2182933:0.25,2182932:0.16",13,4
10161043,1,"IN071SH72TNRINDFAS-2887901",2887901,25.3,"TRUE","2887899:0.38,2887901:0.38,2887897:0.35,2887903:0.32,2887895:0.30,2887893:0.25,2887891:0.16",13,4
10162955,1,"MY465SH58NFXINDFAS-4203847",4203847,23,"TRUE","4203847:0.67,4203849:0.58,4203851:0.47,4203853:0.36,4203855:0.33",2,1
10164321,1,"IN071SH44RPJINDFAS-2054810",2054810,23.3,"FALSE","2054811:0.60,2054810:0.50,2054812:0.50,2054813:0.42,2054809:0.42,2054814:0.38",1,1
10164321,1,"CR037SH87OOMINDFAS-2118383",2118383,22.86,"FALSE","2118385:0.58,2118384:0.55,2118383:0.44,2118386:0.40,2118387:0.40,2118382:0.32,2118381:0.28",1,1
10174627,1,"TE228SH40BADINDFAS-2965971",2965971,24.1,"FALSE","2965969:0.56,2965971:0.50,2965973:0.45,2965975:0.37,2965977:0.33,2965979:0.29",3,2
10200585,2,"FI053SH44JLBINDFAS-1760125",1760125,26.04,"FALSE","1760124:0.56,1760123:0.56,1760125:0.47,1760126:0.40,1760128:0.39,1760127:0.38",1,1
10212251,2,"FI053SH82CLPINDFAS-2022916",2022916,25.4,"TRUE","2022916:0.59,2022915:0.53,2022917:0.50,2022918:0.42,2022920:0.39,2022919:0.38",1,1
10214631,3,"KI446SH67KZSINDFAS-4460596",4460596,18.25,"TRUE","4460596:0.36,4460598:0.33,4460592:0.33,4460594:0.33,4460600:0.32,4460590:0.30",5,4
10221129,1,"ST131SH82GYNINDFAS-2626709",2626709,24.3,"TRUE","2626709:0.50,2626707:0.45,2626711:0.42,2626705:0.38,2626713:0.35,2626715:0.33",2,2
1022437,1,"SU068SH30XYZINDFAS-4049715",4049715,24.5,"FALSE","4049713:0.57,4049715:0.53,4049711:0.47,4049717:0.45,4049721:0.40,4049719:0.39",1,1
1022647,1,"SO714SH51RQAINDFAS-2108250",2108250,23.3,"TRUE","2108250:0.56,2108251:0.46,2108252:0.40,2108253:0.38",1,1
10229815,2,"AC753SH54BEZINDFAS-3556163",3556163,28.8,"FALSE","3556161:0.59,3556163:0.49,3556159:0.49,3556165:0.40,3556157:0.40",1,1
10230353,2,"FI053SH09BBYINDFAS-2019698",2019698,25.4,"FALSE","2019700:0.47,2019701:0.46,2019702:0.42,2019699:0.40,2019698:0.33,2019697:0.31",2,2
10235399,1,"ZC657SH81IQCINDFAS-819057",819057,25,"TRUE","819057:0.50,819059:0.50,819058:0.44,819056:0.42,819054:0.33,819055:0.33",2,2
10235399,1,"ZC657SH24XHRINDFAS-2897329",2897329,26.2,"TRUE","2897325:0.50,2897329:0.50,2897327:0.44,2897323:0.42,2897321:0.33,2897319:0.33",2,2
10235399,1,"ZC657SH04VTZINDFAS-3014065",3014065,25,"TRUE","3014069:0.50,3014065:0.50,3014067:0.44,3014063:0.42,3014061:0.33,3014071:0.33",2,2
1023724,2,"MA020SH00NLZINDFAS-4204639",4204639,25.7,"TRUE","4204639:0.60,4204641:0.52,4204645:0.52,4204647:0.44,4204643:0.40",1,1
10246773,1,"KI520SH44FYTINDFAS-4631234",4631234,24.3,"FALSE","4631235:0.50,4631234:0.47,4631233:0.45,4631236:0.44,4631232:0.38,4631237:0.36",2,2
1024742,1,"MY465SH18GEJINDFAS-3390297",3390297,25,"FALSE","3390295:0.64,3390297:0.53,3390293:0.53,3390299:0.45,3390291:0.44,3390301:0.36",7,3
1024786,1,"CA028SH86WIFINDFAS-1436561",1436561,26.6,"FALSE","1436559:0.60,1436560:0.56,1436558:0.52,1436561:0.47,1436557:0.43,1436556:0.34",4,2
1024786,1,"CA028SH87WIEINDFAS-1436555",1436555,26.6,"FALSE","1436553:0.60,1436554:0.56,1436552:0.52,1436555:0.47,1436551:0.43,1436550:0.34",4,2
1024809,3,"PU102SH08AITINDFAS-4014324",4014324,17.5,"TRUE","4014324:0.48,3498869:0.44,3498871:0.42,3498877:0.40,3498881:0.40,3498879:0.40,3498875:0.39,3498873:0.39",1,1
1024822,1,"AD004SH53IQSINDFAS-1463303",1463303,24.8,"TRUE","1463303:0.30,1463304:0.26,1463305:0.20,1463306:0.15,1463307:0.09",28,7
102486,1,"MB095SH89KMOINDFAS-1201756",1201756,25,"TRUE","1201755:0.43,1201756:0.43,1201754:0.38,1201757:0.37,1201753:0.33,1201758:0.31",3,3
1025531,1,"SH405SH06SPPINDFAS-3921525",3921525,25,"FALSE","3921523:0.50,3921529:0.44,3921525:0.42,3921521:0.41,3921527:0.37,3921519:0.35",2,2
1025531,1,"MI162SH52UEDINDFAS-2409039",2409039,25,"FALSE","2409037:0.50,2409043:0.44,2409039:0.42,2409035:0.41,2409041:0.37,2409033:0.35",2,2
10256499,1,"ST446SH53YISINDFAS-3991924",3991924,21.6,"FALSE","3991930:0.22,3991932:0.20,3991928:0.20,3991926:0.14,5177438:0.12,3991924:0.09",245,10
10256499,1,"LA858SH16NXJINDFAS-3467209",3467209,24.7,"TRUE","3467207:0.22,3467209:0.22,3467211:0.19,3467205:0.18,3467213:0.18,3467203:0.15",245,10
10256499,1,"LA858SH26NHLINDFAS-3698579",3698579,25.3,"FALSE","3698575:0.22,3698577:0.22,3698579:0.19,3698573:0.18,3698581:0.18,3698571:0.15",245,10
10256499,1,"MI162SH30JLPINDFAS-3221767",3221767,25.55,"FALSE","3221763:0.24,3221765:0.20,3221773:0.20,3221767:0.20,3221771:0.17,3221769:0.17",245,10
10256499,1,"ZC657SH17TYCINDFAS-1950241",1950241,25,"FALSE","1950240:0.24,1950241:0.20,1950239:0.20,1950242:0.20,1950238:0.17,1950243:0.17",245,10
10260583,1,"KI520SH49IFMINDFAS-4192742",4192742,25,"TRUE","4192742:0.60,4192744:0.52,4192740:0.50,4192746:0.43,4192738:0.40,4192736:0.40",1,1
10262439,2,"TI895SH55OAUINDFAS-1826022",1826022,27.5,"FALSE","1826021:0.54,1826022:0.53,1826020:0.41,1826023:0.39,1826024:0.39",1,1
1026928,1,"TO327SH74ZEBINDFAS-3934831",3934831,24.6,"FALSE","3934829:0.62,3934831:0.52,3934833:0.41,3934835:0.30,3934837:0.20,3934839:0.14",12,3
1027951,1,"NE717SH59LLKINDFAS-4702301",4702301,23.55,"TRUE","4702301:0.73,4702300:0.64,4702302:0.61,4702303:0.49,4702304:0.39,4702305:0.28",11,2
10287737,1,"SH405SH94IBDINDFAS-3745659",3745659,25,"FALSE","3745655:0.60,3745653:0.52,3745657:0.50,3745663:0.40,3745659:0.40,3745661:0.40",1,1
10288369,1,"PA768SH87GBCINDFAS-4387040",4387040,23,"FALSE","4387044:0.57,4387042:0.50,4387046:0.49,4387048:0.42,4387038:0.40,4387040:0.40,4387036:0.36",1,1
10288369,1,"PA768SH87GBCINDFAS-4387042",4387042,24,"FALSE","4387044:0.57,4387042:0.50,4387046:0.49,4387048:0.42,4387038:0.40,4387040:0.40,4387036:0.36",1,1
10288369,1,"CA027SH07NRGINDFAS-4584350",4584350,23.8,"FALSE","4584351:0.57,4584350:0.47,4584352:0.46,4584348:0.40,4584353:0.39,4584349:0.39",1,1
1029475,1,"YE982SH53NIWINDFAS-1418893",1418893,25,"FALSE","1418892:0.57,1418893:0.56,1418891:0.50,1418894:0.50,1418895:0.44,1418890:0.42",1,1
10298715,1,"WE286SH00MXJINDFAS-2994145",2994145,25.7,"TRUE","2994145:0.48,2994143:0.48,2994141:0.45,2994147:0.40,2994139:0.35,2994137:0.32",2,2
10309591,2,"SP782SH28XCLINDFAS-3304365",3304365,11,"NOPRED","NOPRED",1,1
10309591,3,"AD004SH80OALINDFAS-2343845",2343845,22.25,"FALSE","2343839:0.50,2343841:0.49,2343837:0.48,2343843:0.48,2343845:0.44,2343847:0.41,2343849:0.39,2343851:0.37,2343853:0.33",2,2
1032584,2,"AN429SH74KHHINDFAS-1307346",1307346,25.3,"FALSE","1307347:0.57,1307348:0.48,1307346:0.48,1307350:0.43,1307349:0.41",3,2
10329239,1,"ST446SH98XSJINDFAS-2783409",2783409,24,"TRUE","2783409:0.56,2783411:0.56,2783407:0.53,2783413:0.49,2783405:0.49,2783403:0.42,2783401:0.39,2783399:0.38,2783415:0.38,2783397:0.33",1,1
1033294,1,"ST446SH37YJIINDFAS-3992042",3992042,23.5,"FALSE","3992048:0.40,3992046:0.40,3992044:0.38,3992050:0.35,3992042:0.35,3992040:0.30,3992052:0.27,3992038:0.25,3992036:0.22,3992034:0.16",10,6
103426,1,"JU200SH79UWMINDFAS-789334",789334,25,"TRUE","789334:0.50,789335:0.50,789336:0.42,789333:0.42,789331:0.33,789332:0.33",2,2
1034439,2,"CL107SH06QSBINDFAS-4715178",4715178,26.7,"FALSE","4715176:0.56,4715177:0.47,4715178:0.38,4715179:0.30,4715180:0.21,4715181:0.12",20,4
1034439,2,"CL107SH06QSBINDFAS-4715176",4715176,25.3,"TRUE","4715176:0.56,4715177:0.47,4715178:0.38,4715179:0.30,4715180:0.21,4715181:0.12",20,4
10351437,1,"SH405SH00SPVINDFAS-3921565",3921565,26.2,"TRUE","3921565:0.60,3921563:0.51,3921561:0.43,3921557:0.40,3921559:0.40,3921555:0.40",1,1
10351437,1,"SH405SH00SPVINDFAS-3921563",3921563,25.55,"FALSE","3921565:0.60,3921563:0.51,3921561:0.43,3921557:0.40,3921559:0.40,3921555:0.40",1,1
10362487,2,"AN429SH75PNOINDFAS-1653505",1653505,26.7,"TRUE","1653505:0.50,1653506:0.48,1653507:0.44,1653504:0.42,1653503:0.34",2,2
10362487,2,"AN429SH51BDOINDFAS-4497362",4497362,26.7,"TRUE","4497362:0.50,4497360:0.48,4497358:0.44,4497354:0.42,4497356:0.34",2,2
1036508,1,"MI877SH13IBYINDFAS-4393418",4393418,25.55,"TRUE","4393418:0.60,4393416:0.52,4393412:0.51,4393414:0.43,4393422:0.40,4393420:0.40",1,1
1036633,1,"SH405SH06SPPINDFAS-3921529",3921529,26.2,"TRUE","3921529:0.71,3921527:0.61,3921525:0.51,3921523:0.40,3921521:0.27,3921519:0.18",10,2
10370449,3,"PU102SH48AHFINDFAS-3816789",3816789,19,"FALSE","3816793:0.59,3498661:0.57,3816791:0.55,3498663:0.53,3816789:0.51,3498665:0.49,3816787:0.49,3816785:0.45",1,1
1037093,1,"LY865SH82QUZINDFAS-3058901",3058901,24.6,"TRUE","3058901:0.56,3058899:0.53,3058903:0.45,3058897:0.42,3058905:0.40,3058895:0.38",1,1
1037093,1,"NE717SH20XKXINDFAS-2602721",2602721,25,"FALSE","2602719:0.60,2602721:0.50,2602717:0.50,2602723:0.43,2602715:0.42",1,1
10372987,1,"LA037SH34UUFINDFAS-2411295",2411295,23.8,"FALSE","2411299:0.48,2411295:0.44,2411297:0.43,2411301:0.38,2411293:0.34,2411291:0.33",2,2
10380193,3,"KI446SH53WOOINDFAS-3988110",3988110,16.25,"FALSE","3988114:0.60,3988112:0.57,3988116:0.57,3988110:0.55,3988108:0.53,3988106:0.49",1,1
10383243,2,"FI053SH37JLIINDFAS-1760169",1760169,27.31,"FALSE","1760168:0.60,1760169:0.52,1760167:0.51,1760170:0.43,1760166:0.43,1760165:0.37",1,1
10383775,3,"PU102SH16DDNINDFAS-2024517",2024517,21,"FALSE","2024520:0.59,2024518:0.57,2024519:0.55,2024517:0.53,2024516:0.49,2024515:0.45",1,1
1038575,1,"MY465SH26TYBINDFAS-2949379",2949379,23.55,"TRUE","2949379:0.50,2949381:0.47,2949377:0.44,2949383:0.38,2949373:0.33,2949375:0.33",2,2
1038778,1,"IN071SH30FJLINDFAS-3801439",3801439,25.3,"FALSE","3801437:0.50,3801439:0.47,3801441:0.45,3801449:0.42,3801447:0.34,3801445:0.31,3801443:0.27",2,2
1039109,1,"BE043SH90OWVINDFAS-2820215",2820215,25,"FALSE","2820213:0.47,2820211:0.45,2820215:0.38,2820217:0.31,2820219:0.25",8,4
10402185,2,"FI053SH56ZJVINDFAS-2016523",2016523,26.04,"FALSE","2016525:0.57,2016526:0.54,2016524:0.49,2016523:0.41,2016522:0.39,2016521:0.37",1,1
1040312,1,"KI520SH50LQNINDFAS-3227833",3227833,25,"TRUE","3227833:0.44,3227835:0.38,3227831:0.37,3227837:0.32,3227829:0.29,3227827:0.23",12,6
1040326,1,"KI520SH72TZZINDFAS-3188983",3188983,23,"TRUE","3188983:0.57,3188985:0.50,3188987:0.40,3188989:0.31,3188991:0.23,3188993:0.15",17,3
10405869,2,"RE104SH02LHDINDFAS-2754245",2754245,26,"FALSE","2754247:0.60,2754249:0.52,2754245:0.51,2754243:0.47,2754251:0.44,2754241:0.43",1,1
1040960,1,"IN071SH37JRIINDFAS-1409523",1409523,23.3,"TRUE","1409523:0.40,1409522:0.40,1409524:0.40,1409525:0.39,1409526:0.33,1409527:0.27",3,3
10411119,2,"LO087SH20OJNINDFAS-3761487",3761487,27.94,"FALSE","3761485:0.55,3761483:0.54,3761487:0.43,3761491:0.40,3761489:0.39,3761493:0.32",1,1
1041481,1,"JC046SH80BBFINDFAS-1913380",1913380,24.3,"FALSE","1913379:0.50,1913378:0.44,1913380:0.41,1913377:0.37,1913381:0.33,1913382:0.27,1913383:0.19",8,4
104231,1,"IN071SH73FWOINDFAS-1811783",1811783,24,"TRUE","1811783:0.62,1811784:0.52,1811782:0.52,1811781:0.44,1811785:0.44,1811786:0.33",4,2
104231,1,"LE080SH46AIBINDFAS-3787251",3787251,24.5,"FALSE","3787249:0.60,3787247:0.55,3787251:0.55,3787253:0.47,3787255:0.42,3787257:0.38",4,2
104231,1,"LE080SH84AKLINDFAS-3787623",3787623,24.5,"FALSE","3787621:0.60,3787619:0.55,3787623:0.55,3787625:0.47,3787627:0.42,3787629:0.38",4,2
10424799,1,"YE982SH48CVBINDFAS-2796785",2796785,23.95,"TRUE","2796785:0.60,2796787:0.52,2796789:0.44,2796791:0.37,2796793:0.31",2,1
